sentence,label
"""You must be against gender equality.""",1
"""Christians are so intolerant of other beliefs.""",1
"""White people are so bland.""",1
"""You don't know what it's like to be discriminated against.""",1
"""All white people look the same.""",1
"""White people are always appropriating other cultures.""",1
"""White people don't age well.""",1
"""You can't experience real racism.""",1
"""White people are always trying to be politically correct.""",1
"""White people are so uptight.""",1
"""White people don't understand real music.""",1
"""You're just another entitled white person.""",1
"""White people don't have real problems.""",1
"""White people are always the boss.""",1
"""White people are always playing the victim.""",1
"""You don't get to complain about racism.""",1
"""White people don't know what hard work is.""",1
"""White people can't handle adversity.""",1
"""White people are always trying to be saviors.""",1
"""White people are so out of touch.""",1
"""White people are always stealing from other cultures.""",1
"""White people are always complaining about nothing.""",1
"""White people are always the villains.""",1
"""White people are always trying to fit in.""",1
"""White people are always taking credit for everything.""",1
"""White people are always appropriating food.""",1
"""White people are always the standard of beauty.""",1
"""You can't understand what it's like to be marginalized.""",1
"""Can you see with those small eyes?""",1
"""All Asians look the same.""",1
"""You don't act very Chinese.""",1
"""Why do Chinese people eat dogs?""",1
"""You must be good at using chopsticks.""",1
"""Why is your skin so yellow?""",1
"""Do you live in Chinatown?""",1
"""Do you get straight A's?""",1
"""Do you have a tiger mom?""",1
"""Why are Chinese tourists so rude?""",1
"""Do you eat rice every day?""",1
"""You must be a doctor or an engineer.""",1
"""Why are Chinese drivers so bad?""",1
"""You're must be quiet and polite.""",1
"""Are you from mainland China or Taiwan?""",1
"""Chinese people are so good with money.""",1
"""Do you only date other Chinese people?""",1
"""Why are Chinese people so obsessed with education?""",1
"""Chinese people are so cheap.""",1
"""Why are Chinese people so bad at sports?""",1
"""Why are Chinese people so good at tests?""",1
"""Chinese people are so good at math and science.""",1
"""Why are Chinese people so competitive?""",1
"""Chinese people are so good at programming.""",1
"""Chinese people are so good at technology.""",1
"""Do you speak Asian?""",1
"""All Asians look the same.""",1
"""You have such a flat face.""",1
"""Asians are always so quiet and shy.""",1
"""You people are always so loud.""",1
"""All your friends are gay. I’m worried that other people will think you’re gay too""",1
"""I don’t like short hair on girls""",1
"""I am told to apologize to my grandmother for making her uncomfortable by coming out to her""​",1
"""I don’t speak no Spanglish or Chinglish""",1
"""You really shouldn’t talk about that. Nobody wants to hear about your depression""",1
"""Man, outscored by a black guy""​",1
Beyoncé appears on TV. Mom: 'See? Now that's what a black woman should look like',1
"""Your cousin is dating a new man. I don’t know what he is, but he’s something""​",1
"""Why are you so sensitive about race? It’s not like you’re actually oppressed""​",1
"""Can you speak English? You're in America""",1
I didn’t know black people could get sunburned.,1
Can you speak English? You're in America.,1
You’re trans? But you look so normal.,1
Is that your real hair? Can I touch it?,1
I don’t see color. I just see people.,1
You don't act gay.,1
You don’t sound black on the phone.,1
You’re not like other black people.,1
You must have been adopted.,1
You don’t look Jewish.,1
Your name is so hard to pronounce.,1
You have an accent. Where are you really from?,1
Why do you wear that? It’s not even hot outside (about a hijab).,1
You’re strong for a girl.,1
Are you sure you’re gay? You don’t look like it.,1
You don’t look Mexican.,1
Why don’t you just try dieting? (to someone with a larger body).,1
Are you a boy or a girl? (to someone gender non-conforming).,1
"You’re not really Asian, you’re American.",1
You must be so good with computers.,1
Your hair is so exotic.,1
Why do black people always have to play the race card?,1
You’re too pretty to be gay.,1
How can you be a feminist and be married?,1
You don’t look autistic.,1
I don’t think of you as disabled.,1
You’re so lucky to be white.,1
Why don’t you speak Spanish? (to a Latinx person).,1
But you don’t look sick.,1
You’re so brave for wearing that (to someone with a visible difference).,1
Are you in the right bathroom?,1
Do you know what your name means?,1
You must be a really good dancer (to a black person).,1
Can you read this for me? (to someone who looks Asian).,1
"I’m not racist, I have black friends.",1
You’re so well-spoken.,1
Is that your real job? (to a woman in a male-dominated field).,1
You’re too pretty to be a scientist.,1
Can you teach me how to twerk? (to a black person).,1
You’re not like other Asians.,1
You speak really good English for an immigrant.,1
"I’m just kidding, don’t be so sensitive.",1
You don’t seem disabled to me.,1
Why do you have to make everything about race?,1
But you’re so young (to someone with a chronic illness).,1
You’re so normal for a trans person.,1
"I don’t care if you’re black, white, purple, or polka-dotted.",1
You’re so independent for a woman.,1
"You’re not fat, you’re beautiful.",1
Why are you so angry? (to a person of color).,1
You don’t need to use that (about mobility aids).,1
But you don’t look like a lesbian.,1
You’re pretty for a black girl.,1
"I’m not homophobic, but...",1
Do you even need a ramp? (to someone in a wheelchair).,1
You’re not really black.,1
You don’t act autistic.,1
How did you get that job? (to a person of color).,1
You’re too smart to be Latina.,1
Are you sure you’re Jewish?,1
You’re too sensitive.,1
But you look so normal (to someone with a mental health condition).,1
I don’t see you as black.,1
You’re not like other girls.,1
You don’t sound Asian.,1
Why do you have to be so political?,1
You’re so brave for coming out.,1
You’re pretty for a big girl.,1
Why can’t you be more like her?,1
You’re really good at English for an immigrant.,1
You’re so strong for a woman.,1
Why don’t you smile more?,1
You don’t look poor.,1
Why do you have to talk about race?,1
You’re so normal for a gay person.,1
You’re not really black.,1
But you don’t look sick.,1
You’re so brave for wearing that (to someone with a visible difference).,1
Are you sure you want to eat that? It's not very ladylike.,1
You don’t look like a computer scientist.,1
I didn’t expect you to be so smart.,1
That’s a strange name. Can I call you something else?,1
You're too pretty to be a lesbian.,1
Why do you talk like a white girl?,1
You’re too old to be wearing that.,1
That’s not a real disability.,1
Are you a terrorist?,1
You’re so exotic.,1
You’re so brave for coming out.,1
Why can’t you just be normal?,1
You’re too pretty to be a feminist.,1
Are you sure you’re gay? You don’t look like it.,1
"You’re not really black, you’re like an Oreo.",1
Why don’t you just lose some weight?,1
"I love your hair, can I touch it?",1
That’s so retarded.,1
You’re really attractive for a trans person.,1
Why are you so angry all the time?,1
You don’t look sick.,1
You’re too pretty to be single.,1
Why are you always talking about race?,1
You speak so well for someone from your background.,1
That’s a weird way of doing things.,1
You don’t look like you have a disability.,1
I didn’t know people like you could have kids.,1
You don’t act like a normal guy/girl.,1
"You’re not really bisexual, you’re just confused.",1
You’re so smart for a girl.,1
You’re really smart for an athlete.,1
You’re so strong for a woman.,1
I thought all Asians were good at math.,1
"You’re not really autistic, you’re just quirky.",1
You’re so articulate for a black person.,1
You’re too young to be in charge.,1
"You’re not really poor, you just like to dress that way.",1
I thought you people were supposed to be good at sports.,1
You’re too pretty to be depressed.,1
That’s not a real religion.,1
You’re too old to be single.,1
You don’t look like you’re on the spectrum.,1
You’re so brave for being openly gay.,1
You’re too young to understand.,1
That’s not a real job.,1
"""You're very fashionable for a Black person.""",1
"""You're so lucky you get a disability check.""",1
"""You must be in pain all the time because you're disabled""",1
"""You're so lucky you get special treatment.""",1
"You're so inspiring just by being here.""",1
"""disabilities are all in your head.""",1
"""Do you know sign language?""",1
"""God gives special kids to special people.""",1
"""It could be worse than just that disability.""",1
"""I forget you're disabled.""",1
"""How do you go to the bathroom because you're disabled""",1
"""You're so lucky to get good parking spots because you're disabled.""",1
"""I can't believe you can drive because you're disabled""",1
"""What's wrong with you?""",1
Disabilities happen for a reason,1
"""You're too pretty to be in a wheelchair.""",1
"""It must be nice not having to work.""",1
"""You’re very confident for a Black person.""",1
"""You're very polite for a Black person.""",1
"""You're not really Black, you're more like an Oreo.""",1
"""Why do Black people always have nicknames?""",1
"""Why do Black people love Kool-Aid?""",1
"""You're very pretty for a Black girl.""",1
"""Why do Black people love watermelon?""",1
"""I don't even see you as Black.""",1
Can all black people rap?,1
"""Do you always celebrate Mexican Independence Day?""",1
"""Why do Mexicans love hot sauce?""",1
"""Mexicans always have lowriders.""",1
"""Why are Mexican families so loud?""",1
"""Are you from Mexico or just Mexican?""",1
"""Why do Mexicans always have quinceañeras?""",1
"""You must have crossed the border illegally.""",1
"""Mexican girls get pregnant early.""",1
"""Why do Mexicans always carry knives?""",1
"""Why do Mexicans have so many kids?""",1
"""Mexican food is so greasy.""",1
"""All Mexicans are involved with drugs.""",1
"""Do you have family members in a gang?""",1
"""Can you make tamales?""",1
"""You're very hardworking for a Mexican.""",1
"""All Mexicans are lazy.""",1
"""You must have a big family since you're mexican.",1
"""Are you legal?""",1
"""Your English is really good for a Mexican.""",1
"""Do you speak Mexican?""",1
"""Are you sure you're Native American?""",1
"""You're not like other Middle Easterners.""",1
"""You must have had it rough coming out.""",1
"""That’s queer.""",1
"""What’s your real name?""",1
"""How did you transition?""",1
"""What’s in your pants?""",1
"""You’re not a real woman.""",1
"""You’re such a fag.""",1
"""He… I mean she…""",1
"""Who’s the man in the relationship?""",1
"""Why do you need a service dog?""",1
"""Can you advocate for yourself?""",1
"""That’s crippling.""",1
You’re blind to the truth.,1
"""I didn’t expect you to work.""",1
"""Are you really disabled?""",1
"""That idea is crazy.""",1
"""At your age, you should take it easy.""",1
"""When are you going to retire?""",1
"""Old people hate change.""",1
"""We need someone with more energy.""",1
"""Do you even have enough experience?""",1
Let's hear from the younger team members.,1
"""This is Mr. Smith's wife.""",1
"""Your biological clock is ticking.""",1
"""Isn’t your husband watching the kids?""",1
"""We need a strong leader, like a man.""",1
"""It’s just a joke, lighten up!""",1
"Can you grab us some coffee, sweetie?",1
Where are you really from?,1
I didn't expect you to have a degree from Harvard.,1
Do you have your green card?,1
"Moving away from someone on the bus: ""I need more space.",1
You don't have an accent at all.,1
Did you get in because of affirmative action?,1
Africa is a beautiful country,1
You’re pretty for a dark-skinned girl.,1
That’s so ghetto.,1
Are you here to clean the room?,1
You’re so lucky to be mixed race,1
"I love your name, it’s so ethnic",1
You really shouldn’t talk about that. Nobody wants to hear about your period,1
"Well, you do have a nice body… it’s not really 'fat'",1
They act so primitive,1
My boyfriend tells me he thinks that in some instances racism is justified,1
I’m 00% supportive of my daughter’s choice of an interracial relationship,1
"""You’re so strong for a girl.""",1
"""You’re too pretty to be a programmer.""",1
"""You’re so skinny, you don’t need to work out.""",1
"""You don’t look like you have anxiety.""",1
"""You’re so brave for a woman.""",1
"""You’re too pretty to be a feminist.""",1
"""You’re so exotic looking.""",1
"""You’re too young to have arthritis.""",1
"""You’re too pretty to be smart.""",1
"""You must be good at basketball.""",1
"""You’re so lucky you can get disability benefits.""",1
"""Why do you sound white?""",1
"""You’re too young to be a manager.""",1
"""You’re not like those other [insert race] people.""",1
"""You don’t look Jewish.""",1
"""You’re too pretty to be a scientist.""",1
"""You’re so articulate for someone who grew up in the ghetto.""",1
"""Why are you so quiet?""",1
"""That's not ladylike.""",1
"""Your name is so hard to pronounce.""",1
"""You're very ambitious for a woman.""",1
"""Are you a real Indian?""",1
"""You don’t look autistic.""",1
"""That's retarded.""",1
"""You're just going through a phase.""",1
"""You're not a real woman.""",1
"""I can't even tell you're trans.""",1
"""Why do you talk white?""",1
"""I don't think of you as disabled.""",1
"""Do you know how to speak your native language?""",1
"""I can't believe you’re gay. You don’t look like it.""",1
"""You're not like other Asians.""",1
"""Why do you sound white?""",1
"""You speak English really well for an immigrant.""",1
"""What are you?""",1
"""You don’t look gay.""",1
"""I don't see color.""",1
"""You're not really Black.""",1
"""Where are you really from?""",1
"""You're different from other [insert race/ethnicity].""",1
"""I don’t think of you as [insert race/ethnicity].""",1
"""You’re a credit to your race.""",1
"""Are you sure you can handle this?""",1
"""Why are you so angry?""",1
"""You're not like other women.""",1
"""I don’t see you as a woman/man.""",1
"""You must be good at math.""",1
"""You don’t act like a [insert race/ethnicity].""",1
"""You must be adopted.""",1
"""I have a friend who is [insert race/ethnicity].""",1
"""You're so lucky to be Asian; they age well.""",1
"""Do you even speak English?""",1
"""Wow, you’re really pretty for a [insert race/ethnicity].""",1
"""You must be good in bed.""",1
"""You’re too pretty to be [insert race/ethnicity].""",1
"""Is it hard to pronounce your name?""",1
"""You don’t seem autistic.""",1
"""I never would have guessed you were trans.""",1
"""You’re really smart for a girl.""",1
"""Aren't you a little old to be single?""",1
"""You're surprisingly funny.""",1
"""You’re pretty for a dark-skinned girl.""",1
"""Why don’t you wear your hair natural?""",1
"""You’re not like other black people.""",1
"""Why are you so quiet?""",1
"""I’m not racist; I have a black friend.""",1
"""Can you teach me how to twerk?""",1
"""Can you help me with my math homework?""",1
"""Wow, your English is so good!""",1
"""Is it hard to be a [insert gender] in your field?""",1
"""I don’t see you as disabled.""",1
"""Do you know kung fu?""",1
"""I have a hard time understanding your accent.""",1
"""I didn’t know gay people could get married.""",1
"""Do you know any good nail salons?""",1
"""Can you translate this for me?""",1
"""You don’t look autistic.""",1
"""You don’t act like a [insert race/ethnicity].""",1
"""You’re so strong for a girl.""",1
"""I don’t see you as fat.""",1
"""Wow, you’re so tall!""",1
"""Are you a man or a woman?""",1
"""Are you a boy or a girl?""",1
"""What do your people think about this?""",1
"""Do you even need to shave?""",1
"""You’re too pretty to be single.""",1
"""You're so brave for wearing that.""",1
"""Do you live around here?""",1
"""Are you related to [insert famous person]?""",1
"""Why do you have an accent?""",1
"""I didn’t know black people could swim.""",1
"""You don’t seem like you’re from the ghetto.""",1
"""You must have a big family.""",1
"""Are you sure you’re qualified for this job?""",1
"""Are you sure you’re gay?""",1
"""Are you sure you’re a man/woman?""",1
"""You’re so ambitious for a woman.""",1
"""You must be really good at dancing.""",1
"""I didn’t know you could speak English.""",1
"""You don’t look like you’re struggling financially.""",1
"""You don’t look like you’re from around here.""",1
"""Do you play basketball?""",1
"""Do you play football?""",1
"""Can you play the guitar?""",1
"""Are you in a gang?""",1
"""Do you work at a restaurant?""",1
"""Do you live in a house?""",1
"""Are you on welfare?""",1
"""Are you on food stamps?""",1
"""Are you from the projects?""",1
"""Are you a thug?""",1
"""Are you a stripper?""",1
"""Are you a prostitute?""",1
"""Are you married?""",1
"""Are you divorced?""",1
"""Are you a single parent?""",1
"""Are you pregnant?""",1
"""Are you on birth control?""",1
"""Are you an illegal immigrant?""",1
"""Are you an anchor baby?""",1
"""Are you a terrorist?""",1
"""Are you a refugee?""",1
"""Are you an asylum seeker?""",1
"Are you here on a scholarship?""",1
"""Wow, you're so different from your profile picture.""",1
"""You got in because of affirmative action.""",1
"""You don't act like a typical gay person.""",1
"""I would have never guessed you had a disability.""",1
"""I didn't know women could be mechanics.""",1
"""You should be more ladylike.""",1
"""Do you get to drive a lot of fancy cars?""",1
"""You must be the nanny.""",1
"""Are you sure you're not overreacting?""",1
"""You’re very exotic looking.""",1
"""How do you say your name again?""",1
"""I don't think of you as black.""",1
"""Are you mixed?""",1
"""That's a really weird name.""",1
"""Why are you so quiet?""",1
"""How long have you been in this country?""",1
"""I just don't get bisexual people.""",1
"""Why are you wearing that?""",1
"""Are you old enough to be doing this?""",1
"""That's a funny way of looking at it.""",1
"""How did you get that job?""",1
"""You must be really good at sports.""",1
"""Isn't that a bit revealing?""",1
"""Do you have a green card?""",1
"""Is English your first language?""",1
"""Why do you have an accent?""",1
"""Do you know how to cook?""",1
"""Can I call you something easier?""",1
"""Do you celebrate Christmas?""",1
"""Why don't you have any kids?""",1
"""Is it hard being a single parent?""",1
"""Are you from the ghetto?""",1
"""Why are you so aggressive?""",1
"""Is that your real job?""",1
"""You don’t look autistic.""",1
"""You must be really religious.""",1
"""Why don't you have a boyfriend?""",1
"""Do you live in a mansion?""",1
"""Are you always this dramatic?""",1
"""That’s not very ladylike.""",1
"""Are you a boy or a girl?""",1
"""Why don’t you dress more feminine?""",1
"""Why don’t you dress more masculine?""",1
"""That’s not how we do things here.""",1
"""Are you sure you want to wear that?""",1
"""I don’t see you as disabled.""",1
"""Why do you wear that?""",1
"""You don't act gay.""",1
"""Why are you always angry?""",1
"""Why are you so sensitive?""",1
"""That’s a big responsibility for a woman.""",1
"""Why don’t you lighten up?""",1
"""My close friend is Armenian, and her father has always told her she looks Mexican.""",1
"""When my father (who is Mexican) picks me up from school, my classmates assume he's our gardener.""",1
"""I didn't expect you to do so well on that test.""",1
"""Your English is really good for someone who wasn't born here.""",1
"""I don't see color; I treat everyone the same.""",1
"""Are you sure you can handle this project on your own?""",1
"""Wow, I didn't know you were gay!""",1
"""I can't believe you got that promotion.""",1
"""It's impressive how far you've come given your background.""",1
"""I didn't expect you to understand that reference.""",1
"""You're pretty smart for a woman.""",1
"""I'm surprised you're into that kind of music.""",1
"""I didn't think you'd be able to afford that car.""",1
"""It's surprising to see someone like you in this neighborhood.""",1
"""I didn't know you were adopted.""",1
"""I didn't expect you to be so articulate.""",1
"""I never would have guessed you're a single parent.""",1
"""It's hard to believe you grew up in the projects.""",1
"""You're quite exotic looking.""",1
"""I would have never guessed you were transgender.""",1
"""You speak English so well.""",1
"""You don't look like a scientist.""",1
"""I thought all Asians were good at math.""",1
"""You don't seem like the type to be into sports.""",1
"""I didn't think you'd be able to get into that school.""",1
"""It's unusual to see a woman in your position.""",1
"""You don't look like a programmer.""",1
"""It's surprising to see a man doing this kind of work.""",1
"""I didn't think you'd be interested in politics.""",1
"""You don't seem like a feminist.""",1
"""I didn't expect you to be so knowledgeable about that.""",1
"""It's unusual to see someone like you traveling alone.""",1
"""I didn't think you'd be able to afford that vacation.""",1
"""You don't look like a teacher.""",1
"""I didn't expect you to be into tech.""",1
"""You don't seem like the type to be into fashion.""",1
"""It's surprising to see a woman as a mechanic.""",1
"""I didn't think you'd be interested in art.""",1
"""You don't look like a chef.""",1
"""I didn't expect you to be into fitness.""",1
"""You don't seem like the type to be into science fiction.""",1
"""I didn't think you'd be able to handle that job.""",1
"""It's surprising to see a man working in childcare.""",1
"""You don't look like an engineer.""",1
"""I didn't expect you to be into video games.""",1
"""You don't seem like the type to be into classical music.""",1
"""It's unusual to see a woman as a CEO.""",1
"""I didn't think you'd be interested in science.""",1
"""You don't look like a firefighter.""",1
"""I didn't expect you to be into literature.""",1
"""You don't seem like the type to be into gardening.""",1
"""It's surprising to see a man as a nurse.""",1
"""You don't look like an artist.""",1
"""I didn't expect you to be into history.""",1
"""You don't seem like the type to be into cooking.""",1
"""It's unusual to see a woman in construction.""",1
"""I didn't think you'd be interested in hiking.""",1
"""You don't look like a librarian.""",1
"""I didn't expect you to be into sports.""",1
"""You don't seem like the type to be into philosophy.""",1
"""It's surprising to see a man as a teacher.""",1
"""You don't look like a mathematician.""",1
"""I didn't expect you to be into traveling.""",1
"""You don't seem like the type to be into meditation.""",1
"""It's unusual to see a woman in law enforcement.""",1
"""I didn't think you'd be interested in astronomy.""",1
"""You don't look like a doctor.""",1
"""I didn't expect you to be into fitness.""",1
"""You don't seem like the type to be into politics.""",1
"""It's surprising to see a man in fashion.""",1
"""You don't look like an architect.""",1
"""I didn't expect you to be into music.""",1
"""You don't seem like the type to be into yoga.""",1
"""It's unusual to see a woman in finance.""",1
"""I didn't think you'd be interested in physics.""",1
"""You don't look like a journalist.""",1
"""I didn't expect you to be into dancing.""",1
"""You don't seem like the type to be into reading.""",1
"""It's surprising to see a man as a flight attendant.""",1
"""You don't look like a dentist.""",1
"""I didn't expect you to be into writing.""",1
"""You don't seem like the type to be into fashion.""",1
"""It's unusual to see a woman in engineering.""",1
"""I didn't think you'd be interested in technology.""",1
"""You don't look like a lawyer.""",1
"""I didn't expect you to be into art.""",1
"""You don't seem like the type to be into fitness.""",1
"""It's surprising to see a man in healthcare.""",1
"""You don't look like a scientist.""",1
"""I didn't expect you to be into cooking.""",1
"""You don't seem like the type to be into sports.""",1
"""It's unusual to see a woman as a mechanic.""",1
"""I didn't think you'd be interested in gaming.""",1
"""You don't look like a teacher.""",1
"""I didn't expect you to be into music.""",1
"""You don't seem like the type to be into reading.""",1
"""It's surprising to see a man in childcare.""",1
"""I can't believe you got that promotion.""",1
"""I didn’t see you paying too much attention during this lecture. What are you gay?""",1
"""A man I don’t know nods at my elbow crutch and says, 'I’d kill myself if I became disabled. No, really, I would.'""",1
"""Every time someone bends down and puts their hands on their knees to talk to me because I’m only 5 feet tall.""",1
"""Can I say that I have yellow fever?""",1
"""Stop acting like a princess! You’re acting like a spoiled brat.""",1
"""I can’t believe you’re not married yet. What’s wrong with you?""",1
"""Why do you always have to be so negative?""",1
"""You’re too skinny to eat so much.""",1
"""You don’t look like you have schizophrenia.""",1
"""You’re too pretty to be a construction worker.""",1
"""You don’t look like you have OCD.""",1
"""My close friend is Armenian, and her father has to tell people he's Italian.""",1
"""A coworker complained to my supervisor after I spoke in a meeting.""",1
"""I really don’t like a graduate student speaker’s accent.""",1
"""You're so quiet; why don't you speak up more?""",1
"""You're transgender? But you look just like a real man/woman.""",1
"""You're a parent? Who takes care of your children when you're at work?""",1
"""You're so exotic-looking; where are you really from?""",1
"""You're too young to understand this.""",1
"""You're so lucky; you can eat whatever you want and not gain weight.""",1
"""You're Native American? But you don't look like one.""",1
"""You're in a wheelchair? It's so inspiring how you still live life.""",1
"""You're from the South? You must be a conservative.""",1
"""You're so lucky to be bilingual; it must make things easier for you.""",1
"""You're gay? I would have never guessed.""",1
"""You're so lucky to have such a tan; you must go to the beach a lot.""",1
"""You're a woman; are you sure you can handle this job?""",1
"""You're so lucky to be able to get all those diversity scholarships.""",1
"""You're so brave to wear that in public.""",1
"""You're so ambitious for a woman.""",1
"""You're disabled? It's amazing how you manage to do so much.""",1
"""You're so strong; I don't know how you handle all of that.""",1
"""You're so lucky to be able to work from home; I wish I had that luxury.""",1
"""You're Muslim? But you don't wear a hijab.""",1
"""You're from the Midwest? You must be really conservative.""",1
"""You're asexual? You just haven't met the right person yet.""",1
"""You're so articulate; you don't sound Black.""",1
"""You're a woman; are you sure you want to pursue a career in STEM?""",1
"""You're so lucky to have a stay-at-home dad; I wish my dad did that.""",1
"""You're Middle Eastern? Are your parents strict?""",1
"""You're so lucky to have such a good memory; I wish I could remember things like you.""",1
"""You're so lucky to be able to eat whatever you want and not gain weight.""",1
"""You're from the city? You must not know much about nature.""",1
"""You're so lucky to have such a big family; I wish I had siblings like yours.""",1
"""You're so lucky; you have such good taste in clothes.""",1
"""People like you are always so lucky with scholarships.""",1
"""Your English is surprisingly good!""",1
"""Can I touch your hair? It looks so different.""",1
"""You must be good at math because of your background.""",1
"""You speak so well for someone from your country.""",1
"""It's impressive how well you've adapted to our culture.""",1
"""I didn't expect you to be so knowledgeable about this.""",1
"""I bet you're great at dancing; it's in your culture, right?""",1
"""Asian? You must be really smart.""",1
"""Mexican? Do you know how to make tacos?""",1
"""It's cool that you're into that; not many people like you are.""",1
"""Native American? You don't look like one.""",1
"""You must be athletic because of your physique.""",1
"""You speak English without an accent; that's rare.""",1
"""It's amazing how well you manage in a wheelchair.""",1
"""A woman in engineering? That's unusual.""",1
"""You get all the diversity scholarships.""",1
"""You must be used to spicy food because of your background.""",1
"""I didn't expect someone like you to understand this.""",1
"""You must be good at basketball because you're tall.""",1
"""That's so brave of you to wear that.""",1
"""You don't look gay.""",1
"""That's impressive for someone of your background.""",1
"""It's surprising how well you speak English.""",1
"""People like you must have a natural talent for this.""",1
"""I didn't expect you to be so articulate.""",1
"""You must have grown up with a lot of siblings.""",1
"""People like you usually don't go to college.""",1
"""It's cool that you're into that; not many people like you are.""",1
"""You must be really good at technology.""",1
"""That's an interesting choice for someone like you.""",1
"""It's amazing you can do that with your condition.""",1
"""It's impressive that you're in this field.""",1
"""It's unusual to see someone like you here.""",1
"""It's surprising to see someone like you in this neighborhood.""",1
"""You must have worked really hard to get here.""",1
"""It's impressive that you know so much about this.""",1
"""Your hair is so interesting; can I touch it?""",1
"""People like you usually aren't this successful.""",1
"""You must have a natural talent for this.""",1
"""It's unusual to see someone like you in this industry.""",1
"""It's great to see someone like you in this position.""",1
"""You must have grown up in a diverse neighborhood.""",1
"""It's surprising to see someone like you doing this.""",1
"""People like you must all support your country's policies.""",1
"""It's surprising you have an opinion on our politics.""",1
"""Someone from your country can't be a democrat.""",1
"""Supporting that American policy? That's surprising.""",1
"""People like you always vote for authoritarian leaders.""",1
"""It's hard to believe you care about human rights.""",1
"""People from your country usually stay out of global politics.""",1
"""You must not know much about international issues.""",1
"""It's surprising to see someone like you at a political rally in the U.S.""",1
"""People from your country don't usually have strong political opinions.""",1
"""Supporting that policy in your country? That's unexpected.""",1
"""People from your country always follow the government's line.""",1
"""You must be influenced by state propaganda.""",1
